"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"60","RL",110,13688,"IReg","Inside","NridgHt","Norm","1Fam","2Story",9,5,2003,1,"Gable","VinylSd","VinylSd","BrkFace",664,3,3,"PConc",5,3,6,"1016","556","1572",5,"Y","SBrkr",1572,1096,2668,"1","0",2,1,3,5,10,2,4,"BuiltIn",2003,2,"3","726","3","3","Y",400,1,"3","2008","WD","Normal",412500
"20","RL",95,12182,"Reg","Corner","NridgHt","Norm","1Fam","1Story",7,5,2005,0,"Gable","VinylSd","VinylSd","BrkFace",226,3,3,"PConc",4,2,4,"1201","340","1541",5,"Y","SBrkr",1541,0,1541,"0","0",2,0,3,4,7,1,4,"Attchd",2005,1,"2","532","3","3","Y",0,1,"5","2010","New","Partial",220000
"45","RL",55,5500,"Reg","Inside","OldTown","Norm","1Fam","1.5Unf",4,6,1956,0,"Gable","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,1,"0","882","882",5,"Y","SBrkr",882,0,882,"0","0",1,0,1,3,4,0,0,"None",1956,1,"0","0","None","0","Y",0,2,"4","2007","WD","Normal",103200
"40","RM",40,5400,"Reg","Corner","OldTown","Norm","1Fam","1Story",6,7,1926,1,"Gable","MetalSd","MetalSd","None",0,2,4,"BrkTil",3,2,2,"370","779","1149",4,"Y","Other",1149,467,1616,"0","0",2,0,3,4,5,0,0,"Detchd",1926,1,"1","216","3","3","Y",0,1,"10","2007","WD","Normal",152000
"190","RL",62,10106,"Reg","Inside","Edwards","Norm","2fmCon","1.5Fin",5,7,1940,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,4,"BrkTil",3,1,5,"351","112","644",4,"Y","SBrkr",808,547,1355,"1","0",2,0,4,3,6,0,0,"None",1940,1,"0","0","None","0","Y",140,1,"9","2008","WD","Normal",127500
"20","RL",69.3057953144266,10708,"IReg","Inside","ClearCr","Norm","1Fam","1Story",5,5,1955,1,"Hip","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,1,2,"379","470","1617",5,"Y","Other",1867,0,1867,"1","0",1,0,2,3,7,3,4,"Attchd",1955,2,"1","303","3","3","Y",476,1,"11","2009","COD","Normal",190000
"60","RL",86,10562,"Reg","Inside","NridgHt","Norm","1Fam","2Story",8,5,2007,0,"Gable","VinylSd","VinylSd","Stone",300,3,3,"PConc",5,1,6,"1288","294","1582",5,"Y","SBrkr",1610,551,2161,"1","0",1,1,3,5,8,1,4,"Attchd",2007,2,"3","789","3","3","Y",178,1,"11","2007","New","Partial",325624
"60","RL",62,8244,"IReg","Inside","Gilbert","Norm","1Fam","2Story",7,5,2004,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,1,"0","840","840",5,"Y","SBrkr",840,880,1720,"0","0",2,1,3,4,7,1,4,"Attchd",2004,2,"2","440","3","3","Y",100,1,"5","2007","WD","Normal",183500
"20","RL",69.3057953144266,16669,"IReg","Corner","Timber","Norm","1Fam","1Story",8,6,1981,0,"Hip","Plywood","Plywood","BrkFace",653,3,3,"CBlock",4,1,1,"0","1686","1686",3,"Y","SBrkr",1707,0,1707,"0","0",2,1,2,3,6,1,3,"Attchd",1981,1,"2","511","3","3","Y",574,1,"1","2006","WD","Normal",228000
"50","RM",69.3057953144266,12358,"IReg","Inside","OldTown","Feedr","1Fam","1.5Fin",5,6,1941,1,"Gable","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,3,"360","360","720",3,"Y","SBrkr",854,0,1382,"0","0",1,1,2,3,7,0,0,"Detchd",1991,1,"2","660","3","3","Y",237,1,"5","2007","WD","Normal",128500
"20","RL",141,31770,"IReg","Corner","NAmes","Norm","1Fam","1Story",6,5,1960,0,"Hip","BrkFace","Plywood","Stone",112,2,3,"CBlock",3,4,4,"639","441","1080",2,"Y","SBrkr",1656,0,1656,"1","0",1,0,3,3,7,2,4,"Attchd",1960,2,"2","528","3","3","P",210,1,"5","2010","WD","Normal",215000
"160","RL",44,5306,"IReg","Inside","StoneBr","Norm","TwnhsE","2Story",7,7,1987,0,"Gable","HdBoard","HdBoard","None",0,3,4,"PConc",4,1,6,"495","354","1064",4,"Y","SBrkr",1064,703,1767,"1","0",2,0,2,4,5,1,3,"Attchd",1987,1,"2","504","4","3","Y",441,1,"6","2006","WD","Normal",239000
"20","RL",80,10197,"IReg","Inside","NAmes","Norm","1Fam","1Story",6,5,1961,0,"Gable","WdShing","Wd Shng","BrkCmn",491,2,3,"CBlock",3,1,5,"288","700","1362",3,"Y","SBrkr",1362,0,1362,"1","0",1,1,3,3,6,1,3,"Attchd",1961,1,"2","504","3","3","Y",0,1,"6","2008","COD","Normal",163000
"20","RL",47,12416,"IReg","Inside","Timber","Norm","1Fam","1Story",6,5,1986,0,"Gable","VinylSd","Plywood","Stone",132,2,3,"CBlock",4,1,5,"1398","0","1606",3,"Y","SBrkr",1651,0,1651,"1","0",2,0,3,3,7,1,3,"Attchd",1986,2,"2","616","3","3","Y",192,1,"11","2008","WD","Normal",184000
"20","RL",84,12615,"Reg","Corner","Edwards","Norm","1Fam","1Story",6,7,1950,1,"Gable","WdShing","Wd Shng","None",0,2,3,"CBlock",3,3,5,"477","725","1202",3,"Y","SBrkr",2158,0,2158,"1","0",2,0,4,4,7,1,4,"Attchd",1950,1,"2","576","3","3","Y",0,2,"6","2007","WD","Normal",243000
"60","RL",97,10029,"IReg","Corner","ClearCr","Norm","1Fam","2Story",6,5,1988,1,"Gable","Plywood","Plywood","BrkFace",268,3,3,"PConc",4,1,6,"831","320","1151",3,"Y","SBrkr",1164,896,2060,"0","1",2,1,4,3,8,1,3,"Attchd",1988,1,"2","521","3","3","Y",0,1,"9","2007","WD","Normal",211000
"50","RL",69.3057953144266,13650,"Reg","Inside","Sawyer","Norm","1Fam","1.5Fin",5,5,1958,0,"Gable","MetalSd","MetalSd","None",0,3,4,"CBlock",3,1,5,"57","554","1052",5,"Y","SBrkr",1252,668,1920,"1","0",2,0,4,4,8,1,4,"Attchd",1958,1,"2","451","3","3","Y",0,1,"7","2006","WD","Normal",172500
"20","RL",63,17423,"IReg","CulDSac","StoneBr","Norm","1Fam","1Story",9,5,2008,1,"Hip","VinylSd","VinylSd","Stone",748,4,3,"PConc",5,1,6,"1904","312","2216",5,"Y","SBrkr",2234,0,2234,"1","0",2,0,1,5,9,1,4,"Attchd",2009,2,"3","1166","3","3","Y",0,1,"7","2009","New","Partial",501837
"30","RM",60,8520,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,6,1923,1,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,1,1,"0","968","968",3,"Y","SBrkr",968,0,968,"0","0",1,0,2,3,5,0,0,"Detchd",1935,1,"2","480","2","3","N",0,1,"7","2007","WD","Normal",100000
"160","FV",69.3057953144266,2117,"Reg","Inside","Somerst","Norm","Twnhs","2Story",6,5,2000,0,"Gable","MetalSd","MetalSd","BrkFace",456,3,3,"PConc",4,1,6,"436","320","756",5,"Y","SBrkr",769,756,1525,"0","0",2,1,3,4,5,1,3,"Detchd",2000,1,"2","440","3","3","Y",0,1,"6","2007","WD","Normal",177000
"70","RL",54,7588,"Reg","Inside","Crawfor","Norm","1Fam","2Story",7,6,1920,1,"Gable","Stucco","Stucco","None",0,2,3,"BrkTil",2,1,2,"352","441","793",4,"Y","SBrkr",901,901,1802,"0","0",1,1,4,3,9,1,4,"Detchd",1920,1,"1","216","2","3","Y",0,1,"7","2006","WD","Normal",200100
"20","RL",60,9060,"Reg","Inside","Edwards","Artery","1Fam","1Story",5,6,1957,1,"Hip","Wd Sdng","Wd Sdng","BrkFace",98,2,3,"PConc",0,0,1,"0","0","0",5,"Y","SBrkr",1340,0,1340,"0","0",1,0,3,3,7,1,4,"Attchd",1957,1,"1","252","3","3","Y",116,2,"6","2007","WD","Normal",120000
"50","RM",63,11426,"Reg","Inside","OldTown","Norm","1Fam","1.5Fin",7,5,2003,0,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,1,"0","1362","1362",5,"Y","SBrkr",1362,720,2082,"0","0",2,1,3,4,6,0,0,"Detchd",2003,1,"2","484","3","3","N",280,1,"6","2008","WD","Normal",200000
"50","RL",92,7438,"IReg","Inside","BrkSide","RRAn","1Fam","1.5Fin",5,8,1908,1,"Gable","AsbShng","Plywood","None",0,2,3,"PConc",2,1,1,"0","504","504",4,"Y","SBrkr",936,316,1252,"0","0",1,0,3,3,5,0,0,"Attchd",1986,1,"2","576","3","3","Y",104,2,"6","2006","WD","Normal",127000
"75","RM",90,22950,"IReg","Inside","OldTown","Artery","1Fam","2.5Fin",10,9,1892,1,"Gable","Wd Sdng","Wd Sdng","None",0,3,4,"BrkTil",3,2,1,"0","1107","1107",5,"Y","SBrkr",1518,1518,3608,"0","0",2,1,4,5,12,2,3,"Detchd",1993,1,"3","840","5","3","Y",0,4,"6","2006","WD","Normal",475000
"80","RL",69.3057953144266,9947,"IReg","CulDSac","Mitchel","Norm","1Fam","SLvl",7,5,1990,1,"Gable","HdBoard","HdBoard","None",0,2,3,"PConc",4,3,6,"611","577","1188",5,"Y","SBrkr",1217,0,1217,"1","0",2,0,3,4,6,0,0,"Attchd",1990,1,"2","497","3","3","Y",168,4,"6","2009","WD","Normal",173000
"50","RL",60,10410,"Reg","Inside","OldTown","Norm","1Fam","1.5Fin",5,7,1916,1,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",2,1,1,"0","660","660",5,"Y","SBrkr",808,704,1656,"0","0",2,1,3,3,8,0,0,"Detchd",1916,1,"1","180","2","2","N",0,2,"8","2009","WD","Normal",135000
"90","RL",64,7018,"Slope","Inside","SawyerW","Feedr","Duplex","SFoyer",5,5,1979,0,"Gable","Plywood","Plywood","Stone",275,2,3,"CBlock",4,3,6,"1086","0","1086",3,"Y","SBrkr",1224,0,1224,"2","0",0,2,2,3,6,2,3,"Detchd",1979,1,"2","528","3","3","Y",120,1,"6","2009","WD","Alloca",153337
"120","RL",41,4923,"Reg","Inside","StoneBr","Norm","TwnhsE","1Story",8,5,2001,1,"Gable","CemntBd","CmentBd","None",0,3,3,"PConc",5,3,6,"1153","440","1593",5,"Y","SBrkr",1593,0,1593,"1","0",1,1,0,5,5,1,4,"Attchd",2001,2,"2","682","3","3","Y",0,1,"8","2008","WD","Normal",286000
"70","RL",70,10570,"Slope","Inside","Crawfor","Norm","1Fam","2Story",8,8,1932,1,"Hip","BrkFace","BrkFace","None",0,3,3,"CBlock",4,1,3,"297","556","853",3,"Y","SBrkr",1549,1178,2727,"0","0",2,1,3,4,10,2,3,"Detchd",1932,1,"2","440","3","3","Y",0,1,"12","2007","WD","Normal",315000
"60","RL",69.3057953144266,7472,"IReg","CulDSac","NAmes","Norm","1Fam","2Story",7,9,1972,1,"Gable","HdBoard","HdBoard","BrkFace",138,2,3,"CBlock",3,1,5,"626","99","725",4,"Y","SBrkr",725,754,1479,"1","0",1,1,4,4,7,0,0,"Attchd",1972,2,"2","484","3","3","Y",0,1,"6","2007","WD","Normal",184000
"20","RL",68,9017,"IReg","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,6,"560","871","1431",5,"Y","SBrkr",1431,0,1431,"1","0",2,0,3,4,6,0,0,"Attchd",1999,2,"2","666","3","3","Y",0,1,"9","2009","WD","Normal",192000
"160","RM",24,2522,"Reg","Inside","Edwards","Norm","Twnhs","2Story",7,5,2004,0,"Gable","VinylSd","VinylSd","Stone",50,3,3,"PConc",4,1,1,"0","970","970",5,"Y","SBrkr",970,739,1709,"0","0",2,0,3,4,7,0,0,"Detchd",2004,1,"2","380","3","3","Y",0,1,"5","2006","WD","Normal",130000
"20","RL",60,7180,"IReg","Inside","CollgCr","Norm","1Fam","1Story",5,7,1972,0,"Hip","HdBoard","HdBoard","None",0,2,3,"CBlock",3,3,5,"390","474","864",3,"Y","SBrkr",864,0,864,"0","0",1,0,3,3,5,0,0,"Detchd",1989,1,"1","352","3","3","Y",0,1,"5","2008","WD","Normal",127000
"160","RL",24,2280,"Reg","FR2","NPkVill","Norm","Twnhs","2Story",6,6,1976,0,"Gable","Plywood","Brk Cmn","None",0,2,3,"CBlock",4,1,5,"566","289","855",3,"Y","SBrkr",855,601,1456,"0","0",2,1,3,3,7,1,3,"Attchd",1976,1,"2","440","3","3","Y",87,1,"7","2009","WD","Normal",148500
"20","RL",79,9416,"Reg","Inside","Somerst","Norm","1Fam","1Story",7,5,2007,0,"Hip","CemntBd","CmentBd","Stone",205,4,3,"PConc",5,1,6,"1126","600","1726",5,"Y","SBrkr",1726,0,1726,"1","0",2,0,3,5,8,1,4,"Attchd",2007,2,"3","786","3","3","Y",171,1,"9","2007","New","Partial",311872
"75","RL",174,25419,"Reg","Corner","NAmes","Artery","1Fam","2Story",8,4,1918,1,"Gable","Stucco","Stucco","None",0,3,4,"PConc",3,1,6,"1036","140","1360",4,"Y","SBrkr",1360,1360,3112,"1","1",2,0,4,4,8,1,5,"Detchd",1918,1,"2","795","3","3","Y",0,4,"3","2006","WD","Abnorml",235000
"75","RM",92,5520,"Reg","Corner","OldTown","Norm","1Fam","2.5Fin",6,6,1912,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,1,1,"0","755","755",5,"Y","SBrkr",929,929,2229,"0","0",1,0,5,3,8,0,0,"None",1912,1,"0","0","None","0","Y",0,2,"7","2009","WD","Abnorml",104000
"20","RL",76,9591,"Reg","Inside","NridgHt","Norm","1Fam","1Story",8,5,2004,1,"Hip","VinylSd","VinylSd","BrkFace",262,3,3,"PConc",5,3,6,"1088","625","1713",5,"Y","SBrkr",1713,0,1713,"1","0",2,0,3,5,7,1,4,"Attchd",2004,2,"3","856","3","3","Y",0,1,"1","2009","WD","Normal",274900
"20","RM",80,8546,"Reg","Corner","Edwards","Norm","1Fam","1Story",4,5,2003,1,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,1,"0","1121","1121",5,"Y","SBrkr",1121,0,1121,"0","0",2,0,2,3,5,0,0,"Attchd",2003,1,"2","440","3","3","Y",132,1,"3","2010","WD","Normal",140000
"20","RL",75,10125,"Reg","Inside","Mitchel","Norm","1Fam","1Story",6,6,1977,0,"Gable","Plywood","Plywood","None",0,2,3,"CBlock",3,1,5,"641","276","1196",3,"Y","SBrkr",1279,0,1279,"0","1",2,0,3,3,6,2,2,"Detchd",1980,1,"2","473","3","3","Y",238,2,"2","2008","WD","Normal",171500
"50","RL",50,7000,"Reg","Corner","OldTown","Artery","1Fam","1.5Fin",6,6,1924,1,"Gable","MetalSd","MetalSd","None",0,2,4,"BrkTil",2,1,2,"617","0","617",4,"Y","SBrkr",865,445,1310,"0","0",2,0,2,3,6,0,0,"Attchd",1924,1,"1","398","3","3","Y",0,1,"5","2006","COD","Normal",112000
"120","RM",69.3057953144266,4438,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2004,0,"Gable","VinylSd","VinylSd","BrkFace",205,3,3,"PConc",4,3,6,"662","186","848",5,"Y","SBrkr",848,0,848,"1","0",1,0,1,4,3,1,4,"Attchd",2004,1,"2","420","3","3","Y",149,1,"1","2008","WD","Normal",149000
"50","RM",50,3500,"Reg","Inside","OldTown","Norm","1Fam","1.5Fin",5,7,1947,1,"Gable","AsbShng","AsbShng","None",0,2,3,"CBlock",3,1,2,"312","408","720",3,"Y","SBrkr",720,564,1284,"0","0",1,1,2,3,5,0,0,"Detchd",1948,1,"1","240","3","3","Y",0,1,"4","2009","WD","Normal",110000
"20","RL",99,11851,"Reg","Corner","Gilbert","Norm","1Fam","1Story",7,5,1990,0,"Gable","HdBoard","HdBoard","None",0,2,3,"PConc",4,1,1,"0","1424","1424",5,"Y","SBrkr",1442,0,1442,"0","0",2,0,3,3,5,0,0,"Attchd",1990,1,"2","500","3","3","Y",0,1,"5","2009","WD","Normal",180500
"20","RL",40,13673,"IReg","CulDSac","Sawyer","RRAe","1Fam","1Story",5,5,1962,0,"Gable","HdBoard","HdBoard","None",0,2,4,"CBlock",3,1,1,"0","1140","1140",3,"Y","SBrkr",1696,0,1696,"0","0",1,1,3,3,8,1,3,"Attchd",1962,1,"1","349","3","3","Y",0,1,"3","2007","WD","Normal",143900
"20","RL",69.3057953144266,12493,"IReg","Inside","NAmes","Norm","1Fam","1Story",4,5,1960,0,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"PConc",3,1,5,"419","375","1100",3,"Y","SBrkr",1100,0,1100,"1","0",1,0,3,3,6,1,1,"Attchd",1960,1,"1","312","3","3","Y",355,1,"4","2008","WD","Normal",141000
"60","RL",69.3057953144266,14364,"Slope","Inside","SawyerW","Norm","1Fam","2Story",7,5,1988,1,"Gable","Plywood","Plywood","BrkFace",128,3,3,"CBlock",4,4,6,"1065","92","1157",5,"Y","SBrkr",1180,882,2062,"1","0",2,1,3,3,7,1,4,"Attchd",1988,2,"2","454","3","3","Y",60,1,"4","2007","WD","Normal",277000
"20","RL",75,8250,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,7,1964,0,"Hip","HdBoard","HdBoard","Stone",260,2,3,"CBlock",4,1,3,"787","305","1092",5,"Y","SBrkr",1092,0,1092,"1","0",1,0,3,3,6,0,0,"Attchd",1964,1,"2","504","3","4","Y",0,2,"7","2008","WD","Normal",145000
"30","RL",67,5604,"Reg","Inside","Edwards","Norm","1Fam","1Story",5,6,1925,1,"Gable","Stucco","Stucco","None",0,2,3,"CBlock",3,1,3,"468","396","864",3,"N","Other",864,0,864,"1","0",1,0,2,3,5,0,0,"None",1925,1,"0","0","None","0","Y",0,1,"4","2008","WD","Normal",98000
"20","RL",83,10420,"Reg","Corner","Edwards","Norm","1Fam","1Story",6,5,2009,0,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,2,6,"36","1176","1212",5,"Y","SBrkr",1212,0,1212,"0","0",2,0,3,4,6,0,0,"Attchd",2009,1,"2","460","3","3","Y",100,1,"3","2010","WD","Normal",186000
"60","FV",72,8640,"Reg","Inside","Somerst","Norm","1Fam","2Story",7,5,2009,0,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,6,"822","78","900",5,"Y","SBrkr",932,920,1852,"1","0",2,1,3,4,7,1,3,"Attchd",2009,1,"2","644","3","3","Y",168,1,"7","2009","New","Partial",252678
"20","RL",43,13568,"IReg","CulDSac","CollgCr","Norm","1Fam","1Story",5,5,1995,0,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,5,"716","274","990",5,"Y","SBrkr",990,0,990,"0","1",1,0,3,3,5,0,0,"Attchd",1996,1,"2","576","3","3","Y",224,1,"7","2006","WD","Normal",156000
"60","RL",69.3057953144266,10900,"IReg","FR2","CollgCr","Norm","1Fam","2Story",6,7,1977,0,"Gable","HdBoard","HdBoard","BrkFace",153,2,3,"CBlock",4,1,6,"378","311","689",5,"Y","SBrkr",689,703,1392,"0","0",1,1,3,3,6,0,0,"Attchd",1977,2,"1","299","3","3","Y",0,2,"3","2010","WD","Normal",161750
"20","RL",72,10011,"IReg","Inside","NAmes","Norm","1Fam","1Story",5,6,1957,1,"Gable","HdBoard","HdBoard","BrkFace",64,2,3,"CBlock",3,1,4,"360","710","1070",3,"Y","SBrkr",1236,0,1236,"0","1",1,0,2,4,6,1,2,"Attchd",1957,1,"1","447","3","3","Y",0,2,"5","2006","WD","Normal",134450
"20","RL",65,8450,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2004,0,"Gable","VinylSd","VinylSd","BrkFace",266,3,3,"PConc",4,2,6,"946","490","1436",5,"Y","SBrkr",1436,0,1436,"1","0",2,0,3,4,8,0,0,"Attchd",2004,1,"2","484","3","3","Y",139,1,"4","2008","WD","Normal",210000
"70","RM",57,9906,"Reg","Inside","OldTown","Norm","1Fam","2Story",4,4,1925,1,"Gable","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,1,"0","686","686",2,"N","SBrkr",810,518,1328,"0","0",1,0,3,3,8,0,0,"Detchd",1940,1,"1","210","3","3","Y",0,1,"9","2006","WD","Family",107000
"50","RL",69.3057953144266,15660,"IReg","Corner","Crawfor","Norm","1Fam","1.5Fin",7,9,1939,1,"Gable","VinylSd","VinylSd","BrkFace",312,3,4,"CBlock",3,1,4,"341","457","798",5,"Y","SBrkr",1137,817,1954,"0","1",1,1,3,4,8,2,3,"Attchd",1939,1,"2","431","3","3","Y",0,1,"5","2008","WD","Normal",311500
"120","RL",43,3010,"Reg","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2005,1,"Gable","VinylSd","VinylSd","BrkFace",16,3,3,"PConc",4,3,6,"16","1232","1248",5,"Y","SBrkr",1248,0,1248,"0","0",2,0,2,4,5,0,0,"Attchd",2005,2,"2","438","3","3","Y",108,1,"3","2006","New","Partial",167240
"20","RL",73,8990,"IReg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2006,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,2,1,"0","1498","1498",5,"Y","SBrkr",1498,0,1498,"0","0",2,0,2,4,5,0,0,"Attchd",2006,1,"2","675","3","3","Y",351,1,"4","2006","New","Partial",204900
"60","RL",69.3057953144266,8068,"IReg","Inside","Gilbert","Norm","1Fam","2Story",6,5,2002,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,1,"0","1010","1010",5,"Y","SBrkr",1010,1257,2267,"0","0",2,1,4,4,8,1,3,"BuiltIn",2002,1,"2","390","3","3","Y",120,1,"12","2009","ConLI","Normal",200000
"60","RL",85,11475,"Reg","Inside","NWAmes","RRAn","1Fam","2Story",6,6,1975,0,"Gable","VinylSd","VinylSd","None",0,2,3,"CBlock",4,1,5,"550","163","713",3,"Y","SBrkr",811,741,1552,"1","0",2,1,3,3,6,1,3,"Attchd",1975,1,"2","434","3","3","Y",209,2,"2","2006","WD","Normal",179900
"20","RL",70,10500,"Reg","FR2","NAmes","Norm","1Fam","1Story",4,6,1971,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",3,1,5,"524","160","864",4,"Y","SBrkr",864,0,864,"0","0",1,0,2,3,4,0,0,"Detchd",1989,1,"2","576","3","3","Y",216,1,"3","2009","WD","Abnorml",97000
"20","RL",103,13472,"Reg","Inside","NridgHt","Norm","1Fam","1Story",10,5,2003,0,"Hip","VinylSd","VinylSd","BrkFace",922,4,3,"PConc",5,4,6,"56","2336","2392",5,"Y","SBrkr",2392,0,2392,"0","0",2,0,3,5,8,1,5,"Attchd",2003,2,"3","968","3","3","Y",248,1,"6","2009","WD","Normal",386250
"160","RM",21,1680,"Reg","Inside","BrDale","Norm","Twnhs","2Story",5,5,1971,0,"Gable","HdBoard","HdBoard","BrkFace",142,2,3,"CBlock",3,1,1,"0","630","630",3,"Y","SBrkr",630,672,1302,"0","0",2,1,3,3,6,0,0,"Detchd",1991,1,"1","280","3","3","Y",0,1,"5","2009","COD","Abnorml",112000
"60","RL",82,9950,"IReg","Inside","NoRidge","Norm","1Fam","2Story",7,5,1995,0,"Gable","VinylSd","VinylSd","BrkFace",290,3,3,"PConc",4,1,6,"565","638","1203",5,"Y","SBrkr",1214,1306,2520,"0","0",2,1,4,4,9,1,3,"Attchd",1995,1,"3","721","3","3","Y",224,1,"6","2007","WD","Abnorml",290000
"160","RM",21,1869,"Reg","Inside","BrDale","Norm","Twnhs","2Story",6,6,1970,0,"Gable","HdBoard","HdBoard","BrkFace",127,2,3,"CBlock",3,1,3,"321","162","483",3,"Y","SBrkr",483,504,987,"0","0",1,1,2,3,5,0,0,"Detchd",1987,1,"1","280","3","3","Y",0,1,"9","2008","WD","Normal",106000
"20","RL",70,8521,"Reg","FR2","Sawyer","Feedr","1Fam","1Story",5,5,1967,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",3,1,5,"842","70","912",3,"Y","SBrkr",912,0,912,"0","0",1,0,3,3,5,1,2,"Detchd",1974,1,"1","336","3","3","Y",0,2,"5","2010","WD","Normal",125000
"120","RL",43,3182,"Reg","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2005,1,"Gable","VinylSd","VinylSd","BrkFace",16,3,3,"PConc",4,3,6,"16","1357","1373",5,"Y","SBrkr",1555,0,1555,"0","0",2,0,2,4,7,1,3,"Attchd",2005,2,"2","430","3","3","Y",143,1,"5","2009","WD","Normal",192500
"20","RL",73,8760,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,6,1959,0,"Hip","MetalSd","MetalSd","BrkFace",220,2,3,"CBlock",3,1,1,"0","1194","1194",3,"Y","SBrkr",1194,0,1194,"1","0",1,0,3,3,6,0,0,"Attchd",1959,1,"1","312","3","3","Y",0,1,"4","2010","WD","Normal",148000
"60","RL",174,15138,"IReg","Inside","NoRidge","Norm","1Fam","2Story",8,5,1995,1,"Gable","VinylSd","VinylSd","BrkFace",506,3,3,"PConc",4,1,6,"689","773","1462",5,"Y","SBrkr",1490,1304,2794,"1","0",2,1,4,5,9,1,3,"Attchd",1995,2,"3","810","3","3","Y",0,1,"7","2009","WD","Normal",403000
"160","RM",21,1680,"Reg","Inside","BrDale","Norm","Twnhs","2Story",6,5,1972,0,"Gable","HdBoard","HdBoard","BrkFace",297,2,3,"CBlock",3,1,1,"0","483","483",3,"Y","SBrkr",483,504,987,"0","0",1,1,2,3,5,1,1,"Attchd",1972,1,"1","288","3","3","Y",0,1,"6","2006","WD","Normal",94500
"20","RL",75,10650,"Reg","Corner","CollgCr","Norm","1Fam","1Story",5,6,1976,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",3,3,2,"182","0","894",3,"Y","SBrkr",894,0,894,"1","0",1,0,3,3,5,0,0,"Attchd",1976,1,"1","308","3","3","Y",365,2,"2","2010","WD","Normal",128200
"60","RL",69.3057953144266,7851,"Reg","Inside","Gilbert","Norm","1Fam","2Story",6,5,2002,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,6,"625","235","860",5,"Y","SBrkr",860,1100,1960,"1","0",2,1,4,4,8,2,3,"BuiltIn",2002,2,"2","440","3","3","Y",288,1,"5","2010","WD","Normal",216500
"160","RM",21,1680,"Reg","Inside","BrDale","Norm","TwnhsE","2Story",6,3,1971,0,"Gable","HdBoard","HdBoard","BrkFace",604,2,3,"CBlock",3,1,5,"358","125","483",3,"Y","SBrkr",483,504,987,"0","0",1,1,2,3,5,0,0,"Detchd",1971,1,"1","264","3","3","Y",0,1,"8","2008","WD","Normal",89500
"20","RL",65,8773,"Reg","FR2","CollgCr","Norm","1Fam","1Story",7,5,2004,0,"Gable","VinylSd","VinylSd","BrkFace",98,3,3,"PConc",4,3,6,"24","1390","1414",5,"Y","SBrkr",1414,0,1414,"0","0",2,0,3,4,6,0,0,"Attchd",2004,1,"2","494","3","3","Y",132,1,"5","2010","WD","Normal",185500
